job_id,job_title,company,location,experience_required,employment_type,salary_min,salary_max,skills,education,industry,posted_date,remote,job_description
JOB0293,Product Manager,Microsoft,Hyderabad,5-8 years,Full-time,1450000,2300000,Product Strategy;Agile;Analytics,MBA,IT Services,16-09-2026,Yes,Manage product roadmap.
JOB0294,Project Manager,TCS,Pune,5-8 years,Full-time,1300000,2000000,Agile;Scrum;Jira;Leadership,MBA,IT Services,16-09-2026,Hybrid,Lead technology projects.
JOB0295,UI UX Designer,Google,Bangalore,1-3 years,Full-time,550000,900000,Figma;UI Design;UX Research,B.Des,IT Services,16-09-2026,Yes,Design user interfaces.
JOB0296,Cyber Security Analyst,IBM,Mumbai,3-5 years,Full-time,750000,1200000,Cybersecurity;SIEM;Networking;Linux,B.Tech,Banking,16-09-2026,Hybrid,Investigate security incidents.
JOB0297,Database Administrator,Oracle,Chennai,5-8 years,Full-time,1100000,1800000,SQL;MySQL;Oracle;Database,B.Tech,Banking,16-09-2026,No,Manage database systems.
JOB0298,QA Engineer,Cognizant,Pune,1-3 years,Full-time,500000,820000,Selenium;Testing;Java;Automation,B.E.,IT Services,16-09-2026,Hybrid,Perform software quality assurance.
JOB0299,AI Engineer,Google,Bangalore,3-5 years,Full-time,1150000,1950000,Python;AI;Deep Learning;NLP,M.Tech,IT Services,16-09-2026,Yes,Develop AI applications.
JOB0300,Marketing Analyst,Flipkart,Mumbai,1-3 years,Full-time,550000,900000,Excel;Google Analytics;SQL;Marketing,MBA,E-Commerce,16-09-2026,Hybrid,Analyze marketing and customer data.
JOB0301,Data Analyst,TCS,Mumbai,1-3 years,Full-time,500000,820000,Python;SQL;Excel;Power BI,B.Tech,IT Services,16-09-2026,Hybrid,Analyze business data and create dashboards.
JOB0401,Data Analyst,TCS,Mumbai,1-3 years,Full-time,500000,820000,Python;SQL;Excel;Power BI,B.Tech,IT Services,16-09-2026,Hybrid,Analyze business data and create dashboards.
JOB0402,Software Engineer,Infosys,Pune,3-5 years,Full-time,750000,1200000,Java;Python;Git;APIs,B.E.,IT Services,16-09-2026,Yes,Develop scalable software applications.
JOB0403,Python Developer,Wipro,Bangalore,1-3 years,Full-time,520000,850000,Python;Django;Flask;SQL,MCA,FinTech,16-09-2026,Hybrid,Build backend applications and APIs.
JOB0404,Data Scientist,Accenture,Hyderabad,3-5 years,Full-time,950000,1550000,Python;Machine Learning;SQL;Pandas,M.Tech,Consulting,16-09-2026,Yes,Develop predictive models and insights.
JOB0405,Java Developer,Capgemini,Chennai,1-3 years,Full-time,500000,820000,Java;Spring Boot;SQL;REST API,B.Tech,IT Services,16-09-2026,No,Develop enterprise Java applications.
JOB0406,Frontend Developer,Deloitte,Mumbai,3-5 years,Full-time,750000,1200000,HTML;CSS;JavaScript;React,B.E.,Consulting,16-09-2026,Hybrid,Develop responsive web interfaces.
JOB0407,Backend Developer,HCLTech,Noida,3-5 years,Full-time,800000,1300000,Node.js;Python;APIs;SQL,B.Tech,IT Services,16-09-2026,Yes,Develop scalable backend services.
JOB0408,Full Stack Developer,Cognizant,Bangalore,1-3 years,Full-time,650000,1050000,React;Node.js;MongoDB;JavaScript,B.Tech,IT Services,16-09-2026,Hybrid,Build full-stack web applications.
JOB0409,Machine Learning Engineer,IBM,Bangalore,5-8 years,Full-time,1400000,2250000,Python;TensorFlow;ML;Docker,M.Tech,IT Services,16-09-2026,Yes,Develop machine learning systems.
JOB0410,Cloud Engineer,Microsoft,Hyderabad,3-5 years,Full-time,950000,1600000,AWS;Azure;Docker;Kubernetes,B.Tech,IT Services,16-09-2026,Hybrid,Manage cloud infrastructure.
JOB0411,DevOps Engineer,Amazon,Bangalore,3-5 years,Full-time,1050000,1700000,Linux;Docker;Kubernetes;Jenkins,B.Tech,E-Commerce,16-09-2026,Yes,Automate deployment processes.
JOB0412,Business Analyst,Tech Mahindra,Mumbai,1-3 years,Full-time,550000,900000,Excel;SQL;Power BI;Business Analysis,MBA,Banking,16-09-2026,Hybrid,Analyze business requirements.
JOB0413,Product Manager,Oracle,Bangalore,5-8 years,Full-time,1400000,2200000,Product Strategy;Agile;Analytics,MBA,IT Services,16-09-2026,Yes,Manage product strategy.
JOB0414,Project Manager,LTIMindtree,Pune,5-8 years,Full-time,1250000,2000000,Agile;Scrum;Jira;Leadership,MBA,IT Services,16-09-2026,No,Lead project delivery.
JOB0415,UI UX Designer,Persistent Systems,Mumbai,1-3 years,Full-time,550000,900000,Figma;UI Design;UX Research,B.Des,E-Commerce,16-09-2026,Hybrid,Design digital experiences.
JOB0416,Cyber Security Analyst,Mphasis,Hyderabad,3-5 years,Full-time,750000,1200000,Cybersecurity;SIEM;Networking;Linux,B.Tech,IT Services,16-09-2026,Yes,Monitor cybersecurity events.
JOB0417,Database Administrator,Oracle,Chennai,5-8 years,Full-time,1100000,1800000,SQL;MySQL;Oracle;Database,B.Tech,Banking,16-09-2026,No,Maintain database systems.
JOB0418,QA Engineer,Cognizant,Pune,1-3 years,Full-time,500000,820000,Selenium;Testing;Java;Automation,B.E.,IT Services,16-09-2026,Hybrid,Perform software testing.
JOB0419,AI Engineer,Google,Bangalore,3-5 years,Full-time,1200000,2000000,Python;AI;Deep Learning;NLP,M.Tech,IT Services,16-09-2026,Yes,Develop AI applications.
JOB0420,Marketing Analyst,Flipkart,Mumbai,1-3 years,Full-time,550000,900000,Excel;Google Analytics;SQL;Marketing,MBA,E-Commerce,16-09-2026,Hybrid,Analyze marketing performance.
JOB0421,Data Analyst,Infosys,Bangalore,0-1 years,Internship,300000,450000,Python;SQL;Excel;Power BI,B.Sc,IT Services,16-09-2026,Yes,Support data analysis.
JOB0422,Software Engineer,TCS,Pune,1-3 years,Full-time,520000,850000,Java;Python;Git;APIs,B.Tech,IT Services,16-09-2026,Hybrid,Develop software solutions.
JOB0423,Python Developer,Accenture,Mumbai,3-5 years,Full-time,700000,1150000,Python;Django;Flask;SQL,MCA,Consulting,16-09-2026,Yes,Develop Python services.
JOB0424,Data Scientist,Microsoft,Bangalore,5-8 years,Full-time,1350000,2150000,Python;Machine Learning;SQL;Pandas,M.Tech,IT Services,16-09-2026,Hybrid,Build predictive models.
JOB0425,Java Developer,Wipro,Chennai,3-5 years,Full-time,700000,1150000,Java;Spring Boot;SQL;REST API,B.Tech,Telecommunications,16-09-2026,No,Develop Java systems.
JOB0426,Frontend Developer,Amazon,Bangalore,1-3 years,Full-time,550000,900000,HTML;CSS;JavaScript;React,B.E.,E-Commerce,16-09-2026,Hybrid,Build responsive interfaces.
JOB0427,Backend Developer,IBM,Pune,5-8 years,Full-time,1200000,1900000,Node.js;Python;APIs;SQL,B.Tech,IT Services,16-09-2026,Yes,Design backend architecture.
JOB0428,Full Stack Developer,Microsoft,Hyderabad,3-5 years,Full-time,850000,1400000,React;Node.js;MongoDB;JavaScript,B.Tech,IT Services,16-09-2026,Hybrid,Develop full-stack applications.
JOB0429,Machine Learning Engineer,Google,Bangalore,3-5 years,Full-time,1100000,1850000,Python;TensorFlow;ML;Docker,M.Tech,IT Services,16-09-2026,Yes,Deploy ML models.
JOB0430,Cloud Engineer,Amazon,Hyderabad,5-8 years,Full-time,1400000,2200000,AWS;Azure;Docker;Kubernetes,B.Tech,E-Commerce,16-09-2026,Hybrid,Design cloud infrastructure.
JOB0431,DevOps Engineer,Google,Bangalore,5-8 years,Full-time,1500000,2400000,Linux;Docker;Kubernetes;Jenkins,B.Tech,IT Services,16-09-2026,Yes,Manage CI/CD infrastructure.
JOB0432,Business Analyst,Deloitte,Mumbai,3-5 years,Full-time,700000,1100000,Excel;SQL;Power BI;Business Analysis,MBA,Consulting,16-09-2026,Hybrid,Analyze business processes.
JOB0433,Product Manager,Amazon,Bangalore,5-8 years,Full-time,1500000,2350000,Product Strategy;Agile;Analytics,MBA,E-Commerce,16-09-2026,Yes,Drive product roadmap.
JOB0434,Project Manager,TCS,Pune,3-5 years,Full-time,1050000,1700000,Agile;Scrum;Jira;Leadership,MBA,IT Services,16-09-2026,No,Coordinate project delivery.
JOB0435,UI UX Designer,Microsoft,Hyderabad,3-5 years,Full-time,750000,1200000,Figma;UI Design;UX Research,B.Des,IT Services,16-09-2026,Hybrid,Design user-centered products.
JOB0436,Cyber Security Analyst,IBM,Bangalore,1-3 years,Full-time,620000,980000,Cybersecurity;SIEM;Networking;Linux,B.Tech,IT Services,16-09-2026,Yes,Analyze security alerts.
JOB0437,Database Administrator,Oracle,Chennai,3-5 years,Full-time,850000,1350000,SQL;MySQL;Oracle;Database,B.Tech,Banking,16-09-2026,No,Manage database performance.
JOB0438,QA Engineer,TCS,Pune,3-5 years,Full-time,650000,1050000,Selenium;Testing;Java;Automation,B.E.,IT Services,16-09-2026,Hybrid,Develop automated tests.
JOB0439,AI Engineer,Google,Bangalore,5-8 years,Full-time,1550000,2450000,Python;AI;Deep Learning;NLP,M.Tech,IT Services,16-09-2026,Yes,Build advanced AI systems.
JOB0440,Marketing Analyst,Reliance Industries,Mumbai,3-5 years,Full-time,700000,1100000,Excel;Google Analytics;SQL;Marketing,MBA,Retail,16-09-2026,No,Analyze customer trends.
JOB0441,Data Analyst,Capgemini,Pune,1-3 years,Full-time,500000,820000,Python;SQL;Excel;Power BI,B.Sc,IT Services,16-09-2026,Hybrid,Prepare data reports.
JOB0442,Software Engineer,Infosys,Bangalore,3-5 years,Full-time,750000,1200000,Java;Python;Git;APIs,B.E.,IT Services,16-09-2026,Yes,Develop enterprise software.
JOB0443,Python Developer,Wipro,Hyderabad,1-3 years,Full-time,520000,850000,Python;Django;Flask;SQL,MCA,FinTech,16-09-2026,Hybrid,Build Python applications.
JOB0444,Data Scientist,Accenture,Mumbai,3-5 years,Full-time,950000,1550000,Python;Machine Learning;SQL;Pandas,M.Tech,Consulting,16-09-2026,Yes,Develop analytical models.
JOB0445,Java Developer,HCLTech,Noida,5-8 years,Full-time,1050000,1750000,Java;Spring Boot;SQL;REST API,B.Tech,IT Services,16-09-2026,No,Lead Java development.
JOB0446,Frontend Developer,Flipkart,Bangalore,1-3 years,Full-time,550000,900000,HTML;CSS;JavaScript;React,B.E.,E-Commerce,16-09-2026,Hybrid,Develop web applications.
JOB0447,Backend Developer,Cognizant,Pune,3-5 years,Full-time,800000,1300000,Node.js;Python;APIs;SQL,B.Tech,IT Services,16-09-2026,Yes,Build backend APIs.
JOB0448,Full Stack Developer,Amazon,Hyderabad,5-8 years,Full-time,1300000,2100000,React;Node.js;MongoDB;JavaScript,B.Tech,E-Commerce,16-09-2026,Hybrid,Lead full-stack development.
JOB0449,Machine Learning Engineer,Microsoft,Bangalore,3-5 years,Full-time,1100000,1850000,Python;TensorFlow;ML;Docker,M.Tech,IT Services,16-09-2026,Yes,Build production ML systems.
JOB0450,Cloud Engineer,Oracle,Pune,3-5 years,Full-time,950000,1550000,AWS;Azure;Docker;Kubernetes,B.Tech,IT Services,16-09-2026,Hybrid,Manage cloud services.
JOB0451,DevOps Engineer,Amazon,Bangalore,5-8 years,Full-time,1450000,2250000,Linux;Docker;Kubernetes;Jenkins,B.Tech,E-Commerce,16-09-2026,Yes,Automate deployment.
JOB0452,Business Analyst,Deloitte,Mumbai,1-3 years,Full-time,550000,900000,Excel;SQL;Power BI;Business Analysis,MBA,Consulting,16-09-2026,Hybrid,Analyze business requirements.
JOB0453,Product Manager,Microsoft,Hyderabad,5-8 years,Full-time,1450000,2300000,Product Strategy;Agile;Analytics,MBA,IT Services,16-09-2026,Yes,Manage product roadmap.
JOB0454,Project Manager,TCS,Pune,5-8 years,Full-time,1300000,2000000,Agile;Scrum;Jira;Leadership,MBA,IT Services,16-09-2026,No,Lead project teams.
JOB0455,UI UX Designer,Google,Bangalore,1-3 years,Full-time,550000,900000,Figma;UI Design;UX Research,B.Des,IT Services,16-09-2026,Hybrid,Design user interfaces.
JOB0456,Cyber Security Analyst,IBM,Mumbai,3-5 years,Full-time,750000,1200000,Cybersecurity;SIEM;Networking;Linux,B.Tech,Banking,16-09-2026,Yes,Investigate security incidents.
JOB0457,Database Administrator,Oracle,Chennai,5-8 years,Full-time,1100000,1800000,SQL;MySQL;Oracle;Database,B.Tech,Banking,16-09-2026,No,Manage enterprise databases.
JOB0458,QA Engineer,Cognizant,Pune,1-3 years,Full-time,500000,820000,Selenium;Testing;Java;Automation,B.E.,IT Services,16-09-2026,Hybrid,Perform quality assurance testing.
JOB0459,AI Engineer,Google,Bangalore,3-5 years,Full-time,1150000,1950000,Python;AI;Deep Learning;NLP,M.Tech,IT Services,16-09-2026,Yes,Develop AI applications.
JOB0460,Marketing Analyst,Flipkart,Mumbai,1-3 years,Full-time,550000,900000,Excel;Google Analytics;SQL;Marketing,MBA,E-Commerce,16-09-2026,Hybrid,Analyze marketing data.
JOB0461,Data Analyst,TCS,Mumbai,1-3 years,Full-time,500000,820000,Python;SQL;Excel;Power BI,B.Tech,IT Services,16-09-2026,Yes,Create business intelligence reports.
JOB0462,Software Engineer,Accenture,Pune,3-5 years,Full-time,750000,1200000,Java;Python;Git;APIs,B.E.,Consulting,16-09-2026,Hybrid,Develop client software solutions.
JOB0463,Python Developer,Infosys,Bangalore,3-5 years,Full-time,700000,1150000,Python;Django;Flask;SQL,MCA,IT Services,16-09-2026,No,Develop scalable Python services.
JOB0464,Data Scientist,IBM,Hyderabad,5-8 years,Full-time,1300000,2100000,Python;Machine Learning;SQL;Pandas,M.Tech,Healthcare,16-09-2026,Yes,Develop data science solutions.
JOB0465,Java Developer,Cognizant,Chennai,1-3 years,Full-time,500000,820000,Java;Spring Boot;SQL;REST API,B.Tech,IT Services,16-09-2026,Hybrid,Develop Java applications.
JOB0466,Frontend Developer,Microsoft,Bangalore,3-5 years,Full-time,800000,1300000,HTML;CSS;JavaScript;React,B.E.,IT Services,16-09-2026,Yes,Build frontend applications.
JOB0467,Backend Developer,Amazon,Hyderabad,3-5 years,Full-time,850000,1400000,Node.js;Python;APIs;SQL,B.Tech,E-Commerce,16-09-2026,Hybrid,Develop backend systems.
JOB0468,Full Stack Developer,Persistent Systems,Pune,1-3 years,Full-time,650000,1050000,React;Node.js;MongoDB;JavaScript,B.Tech,IT Services,16-09-2026,Yes,Build full-stack solutions.
JOB0469,Machine Learning Engineer,Google,Bangalore,5-8 years,Full-time,1500000,2400000,Python;TensorFlow;ML;Docker,M.Tech,IT Services,16-09-2026,Hybrid,Deploy machine learning models.
JOB0470,Cloud Engineer,Microsoft,Hyderabad,3-5 years,Full-time,950000,1600000,AWS;Azure;Docker;Kubernetes,B.Tech,IT Services,16-09-2026,Yes,Manage cloud platforms.
JOB0471,DevOps Engineer,Amazon,Bangalore,3-5 years,Full-time,1000000,1650000,Linux;Docker;Kubernetes;Jenkins,B.Tech,E-Commerce,16-09-2026,Hybrid,Manage CI/CD pipelines.
JOB0472,Business Analyst,Capgemini,Mumbai,1-3 years,Full-time,550000,900000,Excel;SQL;Power BI;Business Analysis,MBA,Consulting,16-09-2026,No,Analyze business operations.
JOB0473,Product Manager,Amazon,Bangalore,5-8 years,Full-time,1500000,2350000,Product Strategy;Agile;Analytics,MBA,E-Commerce,16-09-2026,Yes,Lead product development.
JOB0474,Project Manager,TCS,Pune,5-8 years,Full-time,1300000,2000000,Agile;Scrum;Jira;Leadership,MBA,IT Services,16-09-2026,Hybrid,Manage project delivery.
JOB0475,UI UX Designer,Microsoft,Hyderabad,3-5 years,Full-time,750000,1200000,Figma;UI Design;UX Research,B.Des,IT Services,16-09-2026,Yes,Design user experiences.
JOB0476,Cyber Security Analyst,IBM,Bangalore,1-3 years,Full-time,600000,950000,Cybersecurity;SIEM;Networking;Linux,B.Tech,IT Services,16-09-2026,Hybrid,Monitor security threats.
JOB0477,Database Administrator,Oracle,Chennai,3-5 years,Full-time,800000,1300000,SQL;MySQL;Oracle;Database,B.Tech,Banking,16-09-2026,No,Maintain databases.
JOB0478,QA Engineer,TCS,Pune,3-5 years,Full-time,650000,1050000,Selenium;Testing;Java;Automation,B.E.,IT Services,16-09-2026,Hybrid,Automate software testing.
JOB0479,AI Engineer,Google,Bangalore,5-8 years,Full-time,1550000,2450000,Python;AI;Deep Learning;NLP,M.Tech,IT Services,16-09-2026,Yes,Build advanced AI systems.
JOB0480,Marketing Analyst,Flipkart,Mumbai,1-3 years,Full-time,550000,900000,Excel;Google Analytics;SQL;Marketing,MBA,E-Commerce,16-09-2026,Hybrid,Analyze marketing campaigns.
JOB0481,Data Analyst,Infosys,Pune,1-3 years,Full-time,500000,820000,Python;SQL;Excel;Power BI,B.Sc,IT Services,16-09-2026,Yes,Analyze operational data.
JOB0482,Software Engineer,Wipro,Bangalore,3-5 years,Full-time,750000,1200000,Java;Python;Git;APIs,B.Tech,IT Services,16-09-2026,Hybrid,Develop enterprise software.
JOB0483,Python Developer,TCS,Hyderabad,1-3 years,Full-time,520000,850000,Python;Django;Flask;SQL,MCA,FinTech,16-09-2026,No,Build Python services.
JOB0484,Data Scientist,Accenture,Mumbai,3-5 years,Full-time,950000,1550000,Python;Machine Learning;SQL;Pandas,M.Tech,Consulting,16-09-2026,Yes,Develop predictive models.
JOB0485,Java Developer,HCLTech,Noida,5-8 years,Full-time,1050000,1750000,Java;Spring Boot;SQL;REST API,B.Tech,IT Services,16-09-2026,Hybrid,Lead Java applications.
JOB0486,Frontend Developer,Flipkart,Bangalore,1-3 years,Full-time,550000,900000,HTML;CSS;JavaScript;React,B.E.,E-Commerce,16-09-2026,Yes,Develop responsive websites.
JOB0487,Backend Developer,IBM,Pune,3-5 years,Full-time,800000,1300000,Node.js;Python;APIs;SQL,B.Tech,IT Services,16-09-2026,Hybrid,Develop backend APIs.
JOB0488,Full Stack Developer,Amazon,Hyderabad,5-8 years,Full-time,1300000,2100000,React;Node.js;MongoDB;JavaScript,B.Tech,E-Commerce,16-09-2026,Yes,Lead full-stack development.
JOB0489,Machine Learning Engineer,Microsoft,Bangalore,3-5 years,Full-time,1100000,1850000,Python;TensorFlow;ML;Docker,M.Tech,IT Services,16-09-2026,Hybrid,Build ML systems.
JOB0490,Cloud Engineer,Oracle,Pune,3-5 years,Full-time,950000,1550000,AWS;Azure;Docker;Kubernetes,B.Tech,IT Services,16-09-2026,Yes,Manage cloud infrastructure.
JOB0491,DevOps Engineer,Google,Bangalore,5-8 years,Full-time,1500000,2400000,Linux;Docker;Kubernetes;Jenkins,B.Tech,IT Services,16-09-2026,Hybrid,Automate infrastructure.
JOB0492,Business Analyst,Deloitte,Mumbai,1-3 years,Full-time,550000,900000,Excel;SQL;Power BI;Business Analysis,MBA,Consulting,16-09-2026,No,Analyze business requirements.
JOB0493,Product Manager,Microsoft,Hyderabad,5-8 years,Full-time,1450000,2300000,Product Strategy;Agile;Analytics,MBA,IT Services,16-09-2026,Yes,Manage product roadmap.
JOB0494,Project Manager,TCS,Pune,5-8 years,Full-time,1300000,2000000,Agile;Scrum;Jira;Leadership,MBA,IT Services,16-09-2026,Hybrid,Lead project teams.
JOB0495,UI UX Designer,Google,Bangalore,1-3 years,Full-time,550000,900000,Figma;UI Design;UX Research,B.Des,IT Services,16-09-2026,Yes,Design user interfaces.
JOB0496,Cyber Security Analyst,IBM,Mumbai,3-5 years,Full-time,750000,1200000,Cybersecurity;SIEM;Networking;Linux,B.Tech,Banking,16-09-2026,Hybrid,Investigate security incidents.
JOB0497,Database Administrator,Oracle,Chennai,5-8 years,Full-time,1100000,1800000,SQL;MySQL;Oracle;Database,B.Tech,Banking,16-09-2026,No,Manage enterprise databases.
JOB0498,QA Engineer,Cognizant,Pune,1-3 years,Full-time,500000,820000,Selenium;Testing;Java;Automation,B.E.,IT Services,16-09-2026,Hybrid,Perform quality assurance testing.
JOB0499,AI Engineer,Google,Bangalore,3-5 years,Full-time,1150000,1950000,Python;AI;Deep Learning;NLP,M.Tech,IT Services,16-09-2026,Yes,Develop AI applications.
JOB0500,Marketing Analyst,Flipkart,Mumbai,1-3 years,Full-time,550000,900000,Excel;Google Analytics;SQL;Marketing,MBA,E-Commerce,16-09-2026,Hybrid,Analyze customer and marketing data.
